date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:23	68059/68059	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2014:06:46%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/cropped-snapshot-147.png	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/cropped-snapshot-147.png	(from https://pikakid98games.wordpress.com/)
21:10:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:24%20GMT	https://pikakid98games.wordpress.com/purrcatory	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/purrcatory	(from https://pikakid98games.wordpress.com/)
21:10:24	92729/92729	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:24%20GMT	https://pikakid98games.wordpress.com/purrcatory/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/purrcatory/index.html	(from https://pikakid98games.wordpress.com/)
21:10:24	1196/1196	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2020:41:11%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/purrcatory-img.png?w=630	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/purrcatory-imga12c.png	(from https://pikakid98games.wordpress.com/)
21:10:25	87298/87298	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:25%20GMT	https://pikakid98games.wordpress.com/pikakid98andsonicboomcoltclassics/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98andsonicboomcoltclassics/index.html	(from https://pikakid98games.wordpress.com/)
21:10:25	251500/251500	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2020:41:10%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/pikakid98-sonicboomcolt-classics-img.png?w=630	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/pikakid98-sonicboomcolt-classics-imga12c.png	(from https://pikakid98games.wordpress.com/)
21:10:26	89261/89261	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:26%20GMT	https://pikakid98games.wordpress.com/thestoryofasuccubusnamedcandice/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/thestoryofasuccubusnamedcandice/index.html	(from https://pikakid98games.wordpress.com/)
21:10:26	122748/122748	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2020:40:54%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/the-story-of-a-succubus-named-candice-v3-img.png?w=630	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/the-story-of-a-succubus-named-candice-v3-imga12c.png	(from https://pikakid98games.wordpress.com/)
21:10:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:27%20GMT	https://pikakid98games.wordpress.com/thecomputer	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/thecomputer.c.delayed	(from https://pikakid98games.wordpress.com/)
21:10:27	88271/88271	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:27%20GMT	https://pikakid98games.wordpress.com/thecomputer/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/thecomputer/index.html	(from https://pikakid98games.wordpress.com/)
21:10:27	29441/29441	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2020:40:51%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/the-computer-img.png?w=630	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/the-computer-imga12c.png	(from https://pikakid98games.wordpress.com/)
21:10:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:28%20GMT	https://pikakid98games.wordpress.com/pikakid98youtuberfangamecollection	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98youtuberfangamecollection	(from https://pikakid98games.wordpress.com/)
21:10:28	85752/85752	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:28%20GMT	https://pikakid98games.wordpress.com/pikakid98youtuberfangamecollection/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98youtuberfangamecollection/index.html	(from https://pikakid98games.wordpress.com/)
21:10:29	562490/562490	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2020:41:04%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/fan-game-collection-img.png?w=630	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/fan-game-collection-imga12c.png	(from https://pikakid98games.wordpress.com/)
21:10:29	89010/89010	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:29%20GMT	https://pikakid98games.wordpress.com/caveofthedead/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedead/index.html	(from https://pikakid98games.wordpress.com/)
21:10:29	77162/77162	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2014:56:16%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/3-cdtp6rpx.png?w=640	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/3-cdtp6rpx73d9.png	(from https://pikakid98games.wordpress.com/)
21:10:29	1911/1911	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:03:50%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/tlozsod.png?w=635	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/tlozsod4210.png	(from https://pikakid98games.wordpress.com/)
21:10:30	87135/87135	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:30%20GMT	https://pikakid98games.wordpress.com/thelegendofzeldaswordofdestiny/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/thelegendofzeldaswordofdestiny/index.html	(from https://pikakid98games.wordpress.com/)
21:10:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:30%20GMT	https://pikakid98games.wordpress.com/pikakid98studiosgamegallery	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98studiosgamegallery	(from https://pikakid98games.wordpress.com/)
21:10:30	11888/11888	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2017:51:12%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/gg-1.png?w=635	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/gg-14210.png	(from https://pikakid98games.wordpress.com/)
21:10:31	87441/87441	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:31%20GMT	https://pikakid98games.wordpress.com/pikakid98studiosgamegallery/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98studiosgamegallery/index.html	(from https://pikakid98games.wordpress.com/)
21:10:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:32%20GMT	https://pikakid98games.wordpress.com/markipliersmansion	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/markipliersmansion.14.delayed	(from https://pikakid98games.wordpress.com/)
21:10:32	88272/88272	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:32%20GMT	https://pikakid98games.wordpress.com/markipliersmansion/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/markipliersmansion/index.html	(from https://pikakid98games.wordpress.com/)
21:10:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:33%20GMT	https://pikakid98games.wordpress.com/8-bitmarkiplier	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/8-bitmarkiplier	(from https://pikakid98games.wordpress.com/)
21:10:33	289558/289558	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2014:58:41%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/mm-rrfywr8e.png?w=542	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/mm-rrfywr8eb563.png	(from https://pikakid98games.wordpress.com/)
21:10:33	91134/91134	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:34%20GMT	https://pikakid98games.wordpress.com/8-bitmarkiplier/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/8-bitmarkiplier/index.html	(from https://pikakid98games.wordpress.com/)
21:10:34	122169/122169	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2014:59:37%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/project1-2019-03-12-23-07-58-14-uej7k7hp.png?w=1024	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/project1-2019-03-12-23-07-58-14-uej7k7hp2dff.png	(from https://pikakid98games.wordpress.com/)
21:10:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:34%20GMT	https://pikakid98games.wordpress.com/jacksepticeyeintothesystem	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/jacksepticeyeintothesystem	(from https://pikakid98games.wordpress.com/)
21:10:35	89012/89012	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:35%20GMT	https://pikakid98games.wordpress.com/jacksepticeyeintothesystem/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/jacksepticeyeintothesystem/index.html	(from https://pikakid98games.wordpress.com/)
21:10:35	187174/187174	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2017:47:37%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/jseits-f54z7fmv-ptp42era.png?w=541	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/jseits-f54z7fmv-ptp42eraf494.png	(from https://pikakid98games.wordpress.com/)
21:10:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:36%20GMT	https://pikakid98games.wordpress.com/techron	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/techron	(from https://pikakid98games.wordpress.com/)
21:10:36	87748/87748	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:36%20GMT	https://pikakid98games.wordpress.com/techron/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/techron/index.html	(from https://pikakid98games.wordpress.com/)
21:10:36	164857/164857	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2017:47:43%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/techron-mf2t7ytv.png?w=541	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/techron-mf2t7ytvf494.png	(from https://pikakid98games.wordpress.com/)
21:10:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:37%20GMT	https://pikakid98games.wordpress.com/caveofthedead2	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedead2	(from https://pikakid98games.wordpress.com/)
21:10:37	92716/92716	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:37%20GMT	https://pikakid98games.wordpress.com/caveofthedead2/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedead2/index.html	(from https://pikakid98games.wordpress.com/)
21:10:37	7007/7007	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2017:47:19%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/6-we29spwb.png?w=680	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/6-we29spwbd1b7.png	(from https://pikakid98games.wordpress.com/)
21:10:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:38%20GMT	https://pikakid98games.wordpress.com/caveofthedeadremastered	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedeadremastered	(from https://pikakid98games.wordpress.com/)
21:10:38	89612/89612	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:38%20GMT	https://pikakid98games.wordpress.com/caveofthedeadremastered/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedeadremastered/index.html	(from https://pikakid98games.wordpress.com/)
21:10:38	270347/270347	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2022:50:35%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/cotdr.png?w=968	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/cotdr2feb.png	(from https://pikakid98games.wordpress.com/)
21:10:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:39%20GMT	https://pikakid98games.wordpress.com/pheadventures	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pheadventures	(from https://pikakid98games.wordpress.com/)
21:10:39	88304/88304	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:39%20GMT	https://pikakid98games.wordpress.com/pheadventures/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pheadventures/index.html	(from https://pikakid98games.wordpress.com/)
21:10:39	104138/104138	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2022:52:07%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/phe.png?w=955	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/phe58dd.png	(from https://pikakid98games.wordpress.com/)
21:10:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:40%20GMT	https://pikakid98games.wordpress.com/pikakid98sadventure	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98sadventure	(from https://pikakid98games.wordpress.com/)
21:10:40	70463/70463	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:40%20GMT	https://pikakid98games.wordpress.com/pokepalsrunner/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pokepalsrunner/index.html	(from https://pikakid98games.wordpress.com/)
21:10:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:40%20GMT	https://pikakid98games.wordpress.com/catwarfaredemake	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/catwarfaredemake	(from https://pikakid98games.wordpress.com/)
21:10:41	70595/70595	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:41%20GMT	https://pikakid98games.wordpress.com/thehouseofghoulsandtraps/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/thehouseofghoulsandtraps/index.html	(from https://pikakid98games.wordpress.com/)
21:10:41	70496/70496	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:41%20GMT	https://pikakid98games.wordpress.com/unnamedspaceshooterstarringpix/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/unnamedspaceshooterstarringpix/index.html	(from https://pikakid98games.wordpress.com/)
21:10:42	70872/70872	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:41%20GMT	https://pikakid98games.wordpress.com/catwarfaredemake/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/catwarfaredemake/index.html	(from https://pikakid98games.wordpress.com/)
21:10:42	70511/70511	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:41%20GMT	https://pikakid98games.wordpress.com/pikakid98sadventure/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/pikakid98sadventure/index.html	(from https://pikakid98games.wordpress.com/)
21:10:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:42%20GMT	https://pikakid98games.wordpress.com/fnafpurpleguyorigins	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/fnafpurpleguyorigins	(from https://pikakid98games.wordpress.com/)
21:10:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:43%20GMT	https://pikakid98games.wordpress.com/overtalesansadventure	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/overtalesansadventure	(from https://pikakid98games.wordpress.com/)
21:10:43	70517/70517	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:43%20GMT	https://pikakid98games.wordpress.com/fnafpurpleguyorigins/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/fnafpurpleguyorigins/index.html	(from https://pikakid98games.wordpress.com/)
21:10:44	70525/70525	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:43%20GMT	https://pikakid98games.wordpress.com/overtalesansadventure/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/overtalesansadventure/index.html	(from https://pikakid98games.wordpress.com/)
21:10:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:43%20GMT	https://pikakid98games.wordpress.com/sheep	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/sheep	(from https://pikakid98games.wordpress.com/)
21:10:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:45%20GMT	https://pikakid98games.wordpress.com/caveofthedeadplus	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedeadplus	(from https://pikakid98games.wordpress.com/)
21:10:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jul%202024%2020:10:45%20GMT	http://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202428b46853b388ab997de6bfa04c1e397b91783aa2d3e125eb7f62b2f41b95dd5e57	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/0.gravatar.com/js/hovercards/hovercards.min.28e688.delayed	(from https://pikakid98games.wordpress.com/)
21:10:45	70240/70240	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:45%20GMT	https://pikakid98games.wordpress.com/sheep/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/sheep/index.html	(from https://pikakid98games.wordpress.com/)
21:10:46	70647/70647	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2020:10:45%20GMT	https://pikakid98games.wordpress.com/caveofthedeadplus/	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/caveofthedeadplus/index.html	(from https://pikakid98games.wordpress.com/)
21:10:46	13079/13079	---MCZ	200	added ('OK')	application/javascript	etag:W/%226683f552-3317%22	https://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202428b46853b388ab997de6bfa04c1e397b91783aa2d3e125eb7f62b2f41b95dd5e57	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/0.gravatar.com/js/hovercards/hovercards.mine688.js	(from https://pikakid98games.wordpress.com/)
21:10:46	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684465005221.1526	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://pikakid98games.wordpress.com/)
21:10:47	64276/64276	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2020:10:47%20GMT	https://pikakid98games.wordpress.com/GET	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/GET	(from https://pikakid98games.wordpress.com/)
21:10:47	6080/6080	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2014:05:40%20GMT	https://pikakid98games.wordpress.com/wp-content/uploads/2020/12/cropped-pg-1.png?w=50	C:/Users/Pika/Apps/HTTrack/Projects/pikakid98games.wordpress.com/pikakid98games.wordpress.com/wp-content/uploads/2020/12/cropped-pg-1ae05.png	(from https://pikakid98games.wordpress.com/)
